FileName,sentiment_score
5Fs_7A_V2kA_0,0.3333333432674408
5Fs_7A_V2kA_1,1.0
5Fs_7A_V2kA_2,1.0
5Fs_7A_V2kA_3,0.6666666865348816
5Fs_7A_V2kA_4,1.0
Wfn7XvSEwUA_0,-1.6666666269302368
Wfn7XvSEwUA_1,0.0
Wfn7XvSEwUA_2,1.3333333730697632
Wfn7XvSEwUA_3,0.3333333432674408
Wfn7XvSEwUA_4,0.0
Wfn7XvSEwUA_5,0.3333333432674408
Wfn7XvSEwUA_6,0.3333333432674408
Wfn7XvSEwUA_7,0.6666666865348816
47472_0,-1.6666666269302368
47472_1,0.0
47472_2,-0.6666666865348816
47472_3,-2.0
47472_4,-1.3333333730697632
47472_5,-1.0
47472_6,1.6666666269302368
47472_7,0.0
47472_8,-2.3333332538604736
47472_9,0.0
47472_10,-0.3333333432674408
47472_11,0.0
47472_12,0.0
47472_13,0.0
47472_14,0.0
47472_15,-0.6666666865348816
38019_0,1.6666666269302368
38019_1,0.3333333432674408
38019_2,-2.0
38019_3,-1.3333333730697632
38019_4,-2.0
38019_5,-1.6666666269302368
38019_6,0.3333333432674408
38019_7,-1.0
38019_8,0.0
38019_9,0.0
38019_10,0.3333333432674408
38019_11,-1.6666666269302368
2QOf2wSu0j0_0,1.0
2QOf2wSu0j0_1,1.0
dZK01jhM27k_0,0.6666666865348816
dZK01jhM27k_1,0.6666666865348816
dZK01jhM27k_2,-0.6666666865348816
yrIXBklJ5YQ_0,0.0
yrIXBklJ5YQ_1,-1.0
yrIXBklJ5YQ_2,1.6666666269302368
yrIXBklJ5YQ_3,0.3333333432674408
yrIXBklJ5YQ_4,-1.3333333730697632
yrIXBklJ5YQ_5,0.6666666865348816
ZDz8Qr-sJ3E_0,-0.3333333432674408
ZDz8Qr-sJ3E_1,-0.3333333432674408
ZDz8Qr-sJ3E_2,0.0
ZDz8Qr-sJ3E_3,-0.6666666865348816
qaoSn1eEyq0_0,0.3333333432674408
Zg9DKOHJdw8_0,0.3333333432674408
Zg9DKOHJdw8_1,0.6666666865348816
290088_0,-2.6666667461395264
290088_1,1.0
290088_2,-1.6666666269302368
290088_3,0.0
290088_4,0.3333333432674408
290088_5,-0.3333333432674408
290088_6,0.0
290088_7,-1.3333333730697632
290088_8,-1.6666666269302368
290088_9,0.3333333432674408
290088_10,-1.0
290088_11,-0.6666666865348816
290088_12,-2.0
bge5PUG3G4A_0,0.3333333432674408
bge5PUG3G4A_1,0.0
bge5PUG3G4A_2,2.3333332538604736
bge5PUG3G4A_3,1.3333333730697632
mXdvCxLbpuY_0,0.3333333432674408
mXdvCxLbpuY_1,1.0
9BceQC_SdTM_0,0.0
9BceQC_SdTM_1,0.3333333432674408
9BceQC_SdTM_2,-0.3333333432674408
x9E8yaFCX0Y_0,0.3333333432674408
x9E8yaFCX0Y_1,-1.3333333730697632
x9E8yaFCX0Y_2,0.3333333432674408
