FileName,sentiment_score
03bSnISJMiM_1,2.40000009536743
03bSnISJMiM_2,-0.800000011920929
03bSnISJMiM_3,-1
03bSnISJMiM_4,-1.75
03bSnISJMiM_5,0
03bSnISJMiM_6,0
03bSnISJMiM_7,0.800000011920929
03bSnISJMiM_8,0
03bSnISJMiM_9,0.200000002980232
03bSnISJMiM_10,-1.20000004768372
03bSnISJMiM_11,-0.5
03bSnISJMiM_12,2.20000004768372
03bSnISJMiM_13,1.79999995231628
0h-zjBukYpk_1,-0.400000005960465
0h-zjBukYpk_2,-2.79999995231628
0h-zjBukYpk_3,-0.200000002980232
0h-zjBukYpk_4,-1.39999997615814
0h-zjBukYpk_5,0.800000011920929
0h-zjBukYpk_6,-1.39999997615814
0h-zjBukYpk_7,1.79999995231628
0h-zjBukYpk_8,0.800000011920929
0h-zjBukYpk_9,-1
0h-zjBukYpk_10,-0.600000023841858
0h-zjBukYpk_11,0.400000005960465
0h-zjBukYpk_12,-0.800000011920929
0h-zjBukYpk_13,1.25
0h-zjBukYpk_14,1.39999997615814
0h-zjBukYpk_15,0
0h-zjBukYpk_16,0.600000023841858
0h-zjBukYpk_17,0.200000002980232
0h-zjBukYpk_18,-2
0h-zjBukYpk_19,-0.400000005960465
0h-zjBukYpk_20,0.600000023841858
0h-zjBukYpk_21,2
0h-zjBukYpk_22,1.79999995231628
0h-zjBukYpk_23,2.59999990463257
0h-zjBukYpk_24,2.59999990463257
0h-zjBukYpk_25,2.20000004768372
1DmNV9C1hbY_1,-2
1DmNV9C1hbY_2,1.60000002384186
1DmNV9C1hbY_3,1
1DmNV9C1hbY_4,2
1DmNV9C1hbY_5,-1.79999995231628
1DmNV9C1hbY_6,-1.60000002384186
1DmNV9C1hbY_7,-1.60000002384186
1DmNV9C1hbY_8,-1.79999995231628
1DmNV9C1hbY_9,2.20000004768372
1DmNV9C1hbY_10,2.59999990463257
1DmNV9C1hbY_11,-1.79999995231628
1DmNV9C1hbY_12,0.400000005960465
1DmNV9C1hbY_13,-1.25
1DmNV9C1hbY_14,-2
1iG0909rllw_1,-0.400000005960465
1iG0909rllw_2,-1.75
1iG0909rllw_3,2
1iG0909rllw_4,-1.20000004768372
1iG0909rllw_5,2.20000004768372
1iG0909rllw_6,1.60000002384186
1iG0909rllw_7,-0.600000023841858
1iG0909rllw_8,-2.40000009536743
1iG0909rllw_9,-0.200000002980232
1iG0909rllw_10,0.600000023841858
1iG0909rllw_11,2.20000004768372
1iG0909rllw_12,1.60000002384186
1iG0909rllw_13,1.39999997615814
1iG0909rllw_14,-0.200000002980232
1iG0909rllw_15,-1.39999997615814
1iG0909rllw_16,-1.39999997615814
1iG0909rllw_17,-1.39999997615814
1iG0909rllw_18,-1.79999995231628
1iG0909rllw_19,-1
1iG0909rllw_20,0.400000005960465
1iG0909rllw_21,-0.400000005960465
1iG0909rllw_22,-0.200000002980232
1iG0909rllw_23,1.79999995231628
1iG0909rllw_24,-1
1iG0909rllw_25,2
1iG0909rllw_26,-0.600000023841858
1iG0909rllw_27,1.79999995231628
1iG0909rllw_28,1.20000004768372
1iG0909rllw_29,-1.39999997615814
1iG0909rllw_30,-1.60000002384186
2WGyTLYerpo_1,2
2WGyTLYerpo_2,0.400000005960465
2WGyTLYerpo_3,0
2WGyTLYerpo_4,-0.400000005960465
2WGyTLYerpo_5,0
2WGyTLYerpo_6,2.40000009536743
2WGyTLYerpo_7,1.60000002384186
2WGyTLYerpo_8,1.79999995231628
2WGyTLYerpo_9,-0.400000005960465
2WGyTLYerpo_10,0.800000011920929
2WGyTLYerpo_11,2.20000004768372
2WGyTLYerpo_12,1.20000004768372
2WGyTLYerpo_13,2
2WGyTLYerpo_14,0.200000002980232
2WGyTLYerpo_15,0.5
2WGyTLYerpo_16,2
2WGyTLYerpo_17,2.59999990463257
2WGyTLYerpo_18,2.20000004768372
2WGyTLYerpo_19,1.39999997615814
2WGyTLYerpo_20,1
2WGyTLYerpo_21,0.800000011920929
2WGyTLYerpo_22,-0.800000011920929
2WGyTLYerpo_23,0
2WGyTLYerpo_24,1.60000002384186
2WGyTLYerpo_25,1.79999995231628
2WGyTLYerpo_26,1.79999995231628
2WGyTLYerpo_27,1.79999995231628
2WGyTLYerpo_28,2.40000009536743
2WGyTLYerpo_29,0.600000023841858
2WGyTLYerpo_30,-0.200000002980232
2WGyTLYerpo_31,2
2WGyTLYerpo_32,2.20000004768372
2WGyTLYerpo_33,1.20000004768372
2WGyTLYerpo_34,0.600000023841858
2WGyTLYerpo_35,2.20000004768372
2WGyTLYerpo_36,1.20000004768372
2WGyTLYerpo_37,1.39999997615814
2WGyTLYerpo_38,1
2WGyTLYerpo_39,-0.600000023841858
2WGyTLYerpo_40,0.600000023841858
2WGyTLYerpo_41,0.600000023841858
2WGyTLYerpo_42,0
2WGyTLYerpo_43,2
2WGyTLYerpo_44,0.200000002980232
2WGyTLYerpo_45,0.200000002980232
2WGyTLYerpo_46,1.39999997615814
2WGyTLYerpo_47,0
2WGyTLYerpo_48,-1
2WGyTLYerpo_49,-0.600000023841858
2WGyTLYerpo_50,-1.79999995231628
2WGyTLYerpo_51,-0.600000023841858
2WGyTLYerpo_52,0
2WGyTLYerpo_53,-1
2WGyTLYerpo_54,-2
2WGyTLYerpo_55,-1
2WGyTLYerpo_56,-0.400000005960465
2WGyTLYerpo_57,-1.60000002384186
2WGyTLYerpo_58,-1.39999997615814
2WGyTLYerpo_59,2
2WGyTLYerpo_60,2.20000004768372
2WGyTLYerpo_61,1.39999997615814
2WGyTLYerpo_62,2.20000004768372
2WGyTLYerpo_63,2.20000004768372
2iD-tVS8NPw_1,-0.5
2iD-tVS8NPw_2,2.20000004768372
2iD-tVS8NPw_3,1.39999997615814
2iD-tVS8NPw_4,2.20000004768372
2iD-tVS8NPw_5,2
2iD-tVS8NPw_6,2
2iD-tVS8NPw_7,2.40000009536743
2iD-tVS8NPw_8,1.79999995231628
